state,county,pop2018,65plus2018,dens2019,cases,first_case,deaths,first_death,stay_home_date,r_percent,d_percent,g_percent,l_percent,poverty,obesity
Iowa,Marion County,33407,5957,60.25,77.0,2020-04-06,0.0,,,62.3219778968,31.1552922411,0.415859633132,4.00478523413,7.9,0.298
Iowa,Marshall County,39981,7272,69.84,2567.0,2020-03-27,0.0,,,51.5536723164,43.0677966102,0.661016949153,3.25423728814,12.65,0.32
Iowa,Mills County,15063,2774,34.44,37.0,2020-04-04,0.0,,,66.3774973712,27.3396424816,0.736067297581,3.98264984227,10.5,0.283
Iowa,Mitchell County,10569,2236,22.53,52.0,2020-04-01,0.0,,,59.328358209,35.0559701493,0.522388059701,3.89925373134,6.55,0.274
Iowa,Monona County,8679,2136,12.5,178.0,2020-03-26,0.0,,,68.8397790055,27.4917127072,0.486187845304,2.47513812155,12.1,0.274
Iowa,Monroe County,7790,1555,17.96,0.0,,0.0,,,68.5483870968,27.3933402706,0.338189386056,2.70551508845,13.75,0.338
Iowa,Montgomery County,10003,2144,23.59,31.0,2020-03-27,0.0,,,68.6474589836,26.2505002001,0.760304121649,3.04121648659,14.05,0.322
Iowa,Muscatine County,42929,7145,98.13,3552.0,2020-03-19,72.0,2020-03-31,,50.0314366551,43.4035418631,0.943099654197,3.88242690978,12.85,0.34
Iowa,O'Brien County,13840,2859,24.15,81.0,2020-04-01,0.0,,,78.0484485574,17.8824169842,0.367446924333,2.65378334241,9.85,0.305
Iowa,Osceola County,6040,1299,15.15,57.0,2020-04-10,0.0,,,79.0741319987,17.2661870504,0.312793243666,2.28339067876,8.9,0.298
Iowa,Page County,15249,3404,28.51,96.0,2020-03-26,0.0,,,69.9626865672,25.846727899,0.530998851894,2.49712973594,11.55,0.322
Iowa,Palo Alto County,8929,1958,15.84,0.0,,0.0,,,65.8750534874,29.8459563543,0.427899015832,2.8027385537,11.35,0.283
Iowa,Plymouth County,25095,4611,29.08,140.0,2020-04-03,0.0,,,73.9756452478,22.0418166501,0.398253810217,2.61928467489,4.9,0.334
Iowa,Pocahontas County,6740,1552,11.68,0.0,,0.0,,,70.2688593057,25.1109370921,0.365439832942,3.00182719916,9.4,0.301
Iowa,Polk County,487204,63631,851.44,7361.0,2020-03-15,240.0,2020-04-01,,40.8987829437,52.390771386,0.759127922248,4.38184046931,9.85,0.282
Iowa,Pottawattamie County,93533,16335,98.4,393.0,2020-03-09,12.0,2020-04-15,,57.8814000853,36.3306967271,0.774404395396,3.47416283806,11.7,0.336
Iowa,Poweshiek County,18699,3887,31.97,358.0,2020-03-22,31.0,2020-03-27,,50.9233467451,44.0730424017,0.742804085422,2.89899927783,10.35,0.294
Iowa,Ringgold County,4968,1219,9.28,0.0,,0.0,,,67.8092399404,28.0551415797,0.298062593145,2.6825633383,12.5,0.3
Iowa,Sac County,9719,2283,16.9,0.0,,0.0,,,71.5781310585,24.6025591314,0.445909267158,2.50096936797,10.7,0.292
Iowa,Scott County,173283,28142,378.27,3158.0,2020-03-22,49.0,2020-04-05,,46.0460896817,47.482268668,0.921322368576,4.1789391833,12.45,0.285
Iowa,Shelby County,11578,2618,19.6,188.0,2020-03-28,0.0,,,69.2185007974,26.2998405104,0.446570972887,2.77511961722,8.8,0.319
Iowa,Sioux County,34909,5536,45.46,192.0,2020-03-22,0.0,,,82.055700706,12.724442715,0.294624492746,2.39590861082,6.4,0.274
Iowa,Story County,98105,11812,171.35,333.0,2020-03-21,0.0,,,39.073809037,51.2880801472,0.971171539562,6.05806583521,19.3,0.251
Iowa,Tama County,16904,3335,23.44,3087.0,2020-03-22,89.0,2020-04-06,,57.5266327003,36.9847151459,0.914775358962,2.82538212135,10.25,0.289
Iowa,Taylor County,6191,1369,11.64,30.0,2020-03-28,0.0,,,70.1964701965,25.1415251415,0.333000333,3.2301032301,11.4,0.312
Iowa,Union County,12359,2544,29.17,17.0,2020-04-10,0.0,,,61.0436893204,33.2871012483,0.901525658807,3.67545076283,16.65,0.331
Iowa,Van Buren County,7020,1576,14.48,178.0,2020-03-30,0.0,,,71.5825297788,23.9081111741,0.538854225752,2.35394214407,15.65,0.302
Iowa,Wapello County,35205,6337,81.52,125.0,2020-03-23,0.0,,,58.0821552414,37.2832755401,0.806881835156,2.53400906909,15.55,0.304
Iowa,Warren County,51056,8025,89.6,390.0,2020-03-24,0.0,,,54.8855699212,38.5309852876,0.453262000297,4.71838311785,6.8,0.31
Iowa,Washington County,22141,4272,38.93,2400.0,2020-03-18,97.0,2020-03-30,,57.0029563932,36.3821138211,0.729859571323,4.23133776792,12.0,0.304
Iowa,Wayne County,6401,1416,12.18,0.0,,0.0,,,70.8319068812,24.6148579254,0.581992468333,2.67031838412,12.8,0.314
Iowa,Webster County,36277,6654,50.69,61.0,2020-03-27,0.0,,,58.2922443297,36.5044376124,0.655490457683,3.29485468995,13.95,0.287
Iowa,Winnebago County,10518,2263,26.26,38.0,2020-04-06,0.0,,,60.1189435018,33.5840475774,0.594717509183,3.81318873535,10.15,0.287
Iowa,Winneshiek County,20029,4144,29.03,186.0,2020-03-18,0.0,,,47.5349915307,46.6969778016,0.882588927521,3.396630115,8.2,0.261
Iowa,Woodbury County,102539,15471,117.47,1591.0,2020-03-22,5.0,2020-04-22,,57.3614701977,37.5049495726,0.752335033657,2.7321640696,14.25,0.31
Iowa,Worth County,7453,1531,18.63,19.0,2020-04-08,0.0,,,57.9459203036,36.124288425,0.569259962049,3.91366223909,10.25,0.297
Iowa,Wright County,12690,2884,21.86,37.0,2020-03-27,0.0,,,63.7081862498,31.7700453858,0.588334173811,2.94167086905,12.25,0.293
Kansas,Allen County,12444,2577,24.87,0.0,,0.0,,2020-03-30,67.2751223184,26.3078660143,2.22054949191,4.19646217539,12.9,0.34
Kansas,Anderson County,7878,1676,13.59,2.0,2020-04-11,0.0,,2020-03-30,72.8104974062,20.2929508697,2.44125724748,4.45529447666,13.75,0.316
Kansas,Atchison County,16193,2779,37.56,101.0,2020-03-30,0.0,,2020-03-30,62.2086657281,30.4395432504,2.502737369,4.84905365243,12.75,0.32
Kansas,Barber County,4472,1027,3.94,20.0,2020-04-07,0.0,,2020-03-30,82.4807605251,12.7206880942,1.26754187415,3.53100950656,12.55,0.349
Kansas,Barton County,26111,5018,29.17,131.0,2020-04-01,0.0,,2020-03-30,76.9825535289,18.0709754163,1.53647898493,3.40999206979,12.7,0.344
Kansas,Bourbon County,14653,2889,23.06,170.0,2020-03-23,0.0,,2020-03-30,72.8962487327,22.0682663062,1.79114565732,3.24433930382,14.85,0.378
Kansas,Brown County,9598,1968,16.81,0.0,,0.0,,2020-03-30,72.2474747475,21.4646464646,2.44949494949,3.83838383838,17.85,0.343
Kansas,Butler County,66765,10129,46.7,294.0,2020-03-13,0.0,,2020-03-30,69.42811726,23.9880226239,1.4417211933,5.14213892278,7.85,0.333
Kansas,Chase County,2629,661,3.4,10.0,2020-04-17,0.0,,2020-03-30,71.8330849478,23.3233979136,1.71385991058,3.12965722802,11.25,0.322
Kansas,Chautauqua County,3309,885,5.18,73.0,2020-04-01,0.0,,2020-03-30,84.1192411924,12.7913279133,1.46341463415,1.62601626016,10.85,0.306
Kansas,Cherokee County,20015,3863,34.06,177.0,2020-03-19,0.0,,2020-03-30,71.7505366086,23.3603625089,1.46673026473,3.4223706177,17.05,0.372
Kansas,Cheyenne County,2660,717,2.61,0.0,,0.0,,2020-03-30,83.1795599716,13.3427963094,1.4194464159,2.05819730305,12.55,0.321
Kansas,Clark County,2005,440,2.06,4.0,2020-04-23,0.0,,2020-03-30,82.7060020346,12.004069176,1.93285859613,3.35707019329,12.35,0.319
Kansas,Clay County,7997,1838,12.39,52.0,2020-03-27,0.0,,2020-03-30,75.959216528,17.8427689831,2.28065468205,3.91735980682,8.05,0.317
Kansas,Cloud County,8729,1885,12.2,64.0,2020-04-02,0.0,,2020-03-30,74.5497259201,19.4205168363,1.93161054555,4.09814669799,15.9,0.327
Kansas,Coffey County,8233,1766,13.13,1018.0,2020-03-27,0.0,,2020-03-30,75.466935891,18.1474003029,1.71630489652,4.66935890964,12.25,0.352
Kansas,Comanche County,1748,447,2.22,0.0,,0.0,,2020-03-30,82.2637106184,11.9019836639,1.16686114352,4.6674445741,9.65,0.304
Kansas,Cowley County,35218,6420,31.28,26.0,2020-04-02,0.0,,2020-03-30,65.8614739956,28.2310409991,2.16909046093,3.73839454441,14.85,0.342
Kansas,Crawford County,39019,6055,66.16,130.0,2020-03-25,0.0,,2020-03-30,58.2754790336,35.1569008609,2.08275479034,4.48486531519,18.85,0.357
Kansas,Decatur County,2871,808,3.21,0.0,,0.0,,2020-03-30,83.5616438356,12.1917808219,1.3698630137,2.87671232877,16.0,0.325
Kansas,Dickinson County,18717,3698,22.1,14.0,2020-04-14,0.0,,2020-03-30,73.7387612388,19.7552447552,1.998001998,4.50799200799,9.7,0.337
Kansas,Doniphan County,7682,1502,19.52,46.0,2020-03-24,0.0,,2020-03-30,77.2727272727,17.3499702911,1.66369578134,3.71360665478,12.9,0.346
Kansas,Douglas County,121436,14954,266.44,1178.0,2020-03-17,0.0,,2020-03-30,29.6655677884,62.3851879497,3.07893263669,4.8703116253,19.9,0.251
Kansas,Edwards County,2849,606,4.58,7.0,2020-04-20,0.0,,2020-03-30,78.9755351682,15.9021406728,2.5993883792,2.52293577982,16.6,0.348
Kansas,Elk County,2508,729,3.89,0.0,,0.0,,2020-03-30,83.2406671962,12.7084988086,1.27084988086,2.77998411438,19.35,0.338
Kansas,Ellis County,28710,4416,31.9,76.0,2020-04-11,0.0,,2020-03-30,71.2778730703,22.8902229846,1.93825042882,3.8936535163,14.1,0.294
Kansas,Ellsworth County,6196,1297,8.66,0.0,,0.0,,2020-03-30,73.610053313,19.6115765423,2.77989337395,3.99847677075,8.35,0.34
Kansas,Finney County,36611,4034,28.12,881.0,2020-03-29,0.0,,2020-03-30,63.2514643921,30.8909670126,1.78809988696,4.06946870825,14.2,0.332
Kansas,Ford County,33888,3792,30.86,2562.0,2020-03-17,0.0,,2020-03-30,67.2592592593,27.367003367,1.73737373737,3.63636363636,16.95,0.343
Kansas,Franklin County,25631,4262,44.83,321.0,2020-03-14,0.0,,2020-03-30,65.912929255,26.5434415463,2.42071683243,5.1229123663,8.2,0.333
Kansas,Geary County,32594,2818,84.73,172.0,2020-04-05,0.0,,2020-03-30,57.7360078552,36.0359096647,2.03394585496,4.19413662505,11.75,0.3
Kansas,Gove County,2612,635,2.44,31.0,2020-03-27,0.0,,2020-03-30,84.8644578313,11.2198795181,0.903614457831,3.01204819277,8.3,0.295
Kansas,Graham County,2492,684,2.77,0.0,,0.0,,2020-03-30,80.0790513834,14.6245059289,2.29249011858,3.00395256917,10.95,0.317
Kansas,Grant County,7336,1003,12.76,3.0,2020-04-24,0.0,,2020-03-30,75.9411510169,18.4768498486,1.34141064474,4.24058848983,11.25,0.335
Kansas,Gray County,6033,910,6.94,8.0,2020-04-19,0.0,,2020-03-30,82.0984584784,12.7797115863,1.4917951268,3.63003480855,9.1,0.29
Kansas,Greeley County,1227,254,1.58,0.0,,0.0,,2020-03-30,81.8466353678,12.9890453834,1.25195618153,3.91236306729,5.15,0.307
Kansas,Greenwood County,6055,1509,5.3,35.0,2020-04-04,0.0,,2020-03-30,76.3429384561,17.2180718605,2.09889718961,4.34009249377,15.15,0.335
Kansas,Hamilton County,2607,365,2.62,18.0,2020-04-11,0.0,,2020-03-30,81.4639905549,13.4592680047,1.53482880756,3.54191263282,10.2,0.34
Kansas,Harper County,5506,1267,6.87,0.0,,0.0,,2020-03-30,77.5964982093,15.4397134899,2.38758456029,4.57620374055,11.4,0.288
Kansas,Harvey County,34210,6682,63.38,111.0,2020-03-27,0.0,,2020-03-30,58.4800550206,34.4291609354,2.46217331499,4.62861072902,8.4,0.325
Kansas,Haskell County,3997,591,6.92,29.0,2020-04-20,0.0,,2020-03-30,77.7692307692,17.5384615385,1.61538461538,3.07692307692,13.15,0.333
Kansas,Hodgeman County,1818,436,2.11,0.0,,0.0,,2020-03-30,83.9960238569,12.3260437376,1.59045725646,2.08747514911,8.2,0.301
Kansas,Jackson County,13280,2530,20.24,39.0,2020-03-19,0.0,,2020-03-30,67.8889470927,25.999650777,2.42709970316,3.6843024271,10.05,0.357
Kansas,Jefferson County,18975,3538,35.63,129.0,2020-03-26,0.0,,2020-03-30,62.7162311373,30.4625199362,2.22058643111,4.6006624954,6.7,0.339
Kansas,Jewell County,2841,856,3.12,65.0,2020-04-04,0.0,,2020-03-30,81.1867835469,12.137559002,2.89952798382,3.7761294673,12.3,0.338
Kansas,Johnson County,597555,86723,1261.68,8596.0,2020-03-07,6.0,2020-03-21,2020-03-30,47.8661533567,45.1555479298,1.73331474551,5.244983968,5.35,0.232
Kansas,Kearny County,3943,612,4.53,50.0,2020-04-12,0.0,,2020-03-30,79.0943396226,16.9056603774,0.981132075472,3.01886792453,14.9,0.326
Kansas,Kingman County,7310,1585,8.47,0.0,,0.0,,2020-03-30,76.40963121,18.1042365133,2.0725388601,3.41359341664,11.1,0.309
Kansas,Kiowa County,2516,552,3.48,4.0,2020-04-23,0.0,,2020-03-30,83.57771261,10.8504398827,1.46627565982,4.10557184751,8.55,0.293
Kansas,Labette County,19964,3812,30.93,396.0,2020-04-01,0.0,,2020-03-30,66.0689480995,28.2106326556,2.04571284253,3.67470640232,15.8,0.341
Kansas,Lane County,1560,367,2.17,0.0,,0.0,,2020-03-30,82.3104693141,12.5150421179,1.4440433213,3.73044524669,15.55,0.364
Kansas,Leavenworth County,81352,11779,175.55,2522.0,2020-03-18,0.0,,2020-03-30,58.5894325381,33.9129262704,2.17347351395,5.32416767758,7.95,0.315
Kansas,Lincoln County,3023,739,4.2,0.0,,0.0,,2020-03-30,80.6629834254,14.7790055249,1.86464088398,2.69337016575,10.05,0.291
Kansas,Linn County,9750,2180,16.41,163.0,2020-03-19,0.0,,2020-03-30,78.9203084833,16.8497312456,1.51904650619,2.7109137649,9.65,0.337
Kansas,Logan County,2844,592,2.65,0.0,,0.0,,2020-03-30,83.3827893175,11.0534124629,2.07715133531,3.48664688427,13.55,0.321
Kansas,Lyon County,33406,5075,39.42,1232.0,2020-03-23,0.0,,2020-03-30,54.0996168582,37.9395487441,2.656449553,5.30438484461,22.35,0.323
Kansas,Marion County,11950,2783,12.65,95.0,2020-04-03,0.0,,2020-03-30,71.8755718207,21.5370539799,2.54345837145,4.043915828,10.4,0.311
Kansas,Marshall County,9722,2112,10.8,0.0,,0.0,,2020-03-30,70.9916994321,23.1542158148,1.57273918742,4.28134556575,9.6,0.33
Kansas,McPherson County,28537,5660,31.77,361.0,2020-03-28,0.0,,2020-03-30,67.5640922607,25.5806477538,2.30651772081,4.54874226473,8.1,0.303
Kansas,Meade County,4146,799,4.24,4.0,2020-04-24,0.0,,2020-03-30,82.9850746269,12.2985074627,1.07462686567,3.64179104478,12.0,0.313
Kansas,Miami County,33680,5631,58.48,80.0,2020-04-01,0.0,,2020-03-30,66.8773790103,26.842033714,1.74687330071,4.53371397499,7.65,0.307
Kansas,Mitchell County,6150,1450,8.76,68.0,2020-03-21,0.0,,2020-03-30,78.4702549575,16.6076487252,1.87677053824,3.04532577904,8.75,0.289
Kansas,Montgomery County,32120,6389,49.91,291.0,2020-03-29,0.0,,2020-03-30,72.8383377785,21.9994837822,1.76374430009,3.39843413921,15.2,0.338
Kansas,Morris County,5521,1365,7.94,80.0,2020-03-19,0.0,,2020-03-30,69.7040498442,22.8193146417,2.33644859813,5.14018691589,11.15,0.33
Kansas,Morton County,2667,541,3.65,32.0,2020-04-06,0.0,,2020-03-30,83.6206896552,12.5,1.12068965517,2.75862068966,7.3,0.336
Kansas,Nemaha County,10155,2048,14.15,0.0,,0.0,,2020-03-30,80.9154228856,14.2089552239,1.63184079602,3.24378109453,8.7,0.293
Kansas,Neosho County,15951,3164,27.91,48.0,2020-03-25,0.0,,2020-03-30,70.5576329052,23.8010079662,1.8696146968,3.7717444318,16.2,0.342
Kansas,Ness County,2840,735,2.64,0.0,,0.0,,2020-03-30,84.7386759582,11.149825784,1.393728223,2.71777003484,8.5,0.287
Kansas,Norton County,5430,1112,6.18,0.0,,0.0,,2020-03-30,82.5570776256,12.6484018265,1.82648401826,2.96803652968,9.1,0.339
Kansas,Osage County,15941,3163,22.6,104.0,2020-03-28,0.0,,2020-03-30,68.363794604,25.0942848854,2.3498694517,4.19205105889,11.35,0.36
Kansas,Osborne County,3475,868,3.89,47.0,2020-04-03,0.0,,2020-03-30,81.9737592698,13.177410154,2.28180262407,2.56702795208,14.55,0.336
Kansas,Ottawa County,5802,1183,8.05,75.0,2020-03-28,0.0,,2020-03-30,78.8904396371,14.7941381717,1.46545708304,4.84996510816,9.2,0.327
Kansas,Pawnee County,6562,1377,8.7,0.0,,0.0,,2020-03-30,71.9446579554,21.7909300538,1.30668716372,4.95772482706,11.35,0.346
Kansas,Phillips County,5317,1271,6.0,16.0,2020-04-11,0.0,,2020-03-30,84.2589046342,11.3366526235,1.11068556109,3.29375718116,10.2,0.315
Kansas,Pottawatomie County,24277,3463,28.88,136.0,2020-03-24,0.0,,2020-03-30,71.9277922579,21.1506902211,1.7858866686,5.1356308524,7.0,0.319
Kansas,Pratt County,9378,1895,12.76,26.0,2020-04-01,0.0,,2020-03-30,74.1986337362,20.2049395691,1.31371518655,4.28271150815,10.9,0.311
Kansas,Rawlins County,2508,700,2.35,0.0,,0.0,,2020-03-30,83.4944751381,11.0497237569,1.7955801105,3.66022099448,13.1,0.352
Kansas,Reno County,62342,12320,49.66,362.0,2020-03-20,0.0,,2020-03-30,64.3978164449,28.4459228932,1.87222790856,5.28403275333,12.65,0.322
Kansas,Republic County,4664,1294,6.5,78.0,2020-04-05,0.0,,2020-03-30,80.2334943639,14.8953301127,1.65056360709,3.22061191626,10.5,0.295
Kansas,Rice County,9531,1843,13.12,9.0,2020-04-23,0.0,,2020-03-30,74.3481917578,18.727221755,1.82225960191,5.10232688534,13.0,0.356
Kansas,Riley County,73703,7009,120.88,596.0,2020-03-20,0.0,,2020-03-30,47.9462759463,43.4285714286,1.88522588523,6.73992673993,25.35,0.265
Kansas,Rooks County,5013,1113,5.63,62.0,2020-04-07,0.0,,2020-03-30,84.0622371741,11.480235492,1.21951219512,3.23801513877,14.9,0.305
Kansas,Rush County,3093,768,4.31,0.0,,0.0,,2020-03-30,79.8507462687,15.4002713704,1.15332428765,3.59565807327,12.85,0.28
Kansas,Russell County,6907,1689,7.79,0.0,,0.0,,2020-03-30,80.8132147395,14.4218551461,1.36594663278,3.39898348158,15.95,0.313
Kansas,Saline County,54401,9756,75.53,294.0,2020-03-30,0.0,,2020-03-30,63.0340469678,28.6899933981,2.09846269924,6.17749693483,12.3,0.319
Kansas,Scott County,4897,948,6.82,21.0,2020-04-07,0.0,,2020-03-30,84.85409912,10.7457156091,1.20426123205,3.19592403891,7.2,0.295
Kansas,Sedgwick County,513607,74487,515.19,5377.0,2020-03-13,0.0,,2020-03-30,56.0547717842,36.9106500692,2.13001383126,4.90456431535,13.5,0.3
Kansas,Seward County,21780,2130,34.05,1396.0,2020-04-07,0.0,,2020-03-30,63.7781994518,31.4358001265,1.1596036264,3.62639679528,17.0,0.344
Kansas,Shawnee County,177499,32296,326.27,1827.0,2020-03-26,0.0,,2020-03-30,47.9972300673,45.1743428199,2.30556159027,4.52286552249,14.4,0.326
Kansas,Sheridan County,2533,584,2.83,9.0,2020-04-22,0.0,,2020-03-30,87.0778267254,9.25110132159,0.881057268722,2.79001468429,15.0,0.311
Kansas,Sherman County,5899,1137,5.59,16.0,2020-04-17,0.0,,2020-03-30,80.5281828932,13.4016554986,1.77374852188,4.29641308632,15.8,0.324
Kansas,Smith County,3603,997,4.02,22.0,2020-04-15,0.0,,2020-03-30,81.1817279047,14.6474677259,1.43992055611,2.73088381331,10.35,0.308
Kansas,Stafford County,4178,927,5.27,29.0,2020-03-29,0.0,,2020-03-30,78.821656051,16.0828025478,1.80467091295,3.29087048832,14.85,0.34
Kansas,Stanton County,1987,350,2.92,42.0,2020-04-12,0.0,,2020-03-30,78.167115903,17.7897574124,1.0781671159,2.96495956873,7.35,0.306
Kansas,Stevens County,5559,884,7.64,73.0,2020-03-29,0.0,,2020-03-30,84.4036697248,11.6028062601,1.34916351862,2.64436049649,12.25,0.337
Kansas,Sumner County,22996,4303,19.46,66.0,2020-03-26,0.0,,2020-03-30,72.0876342953,21.4767221403,2.0960606699,4.33958289446,10.9,0.367
Kansas,Thomas County,7711,1362,7.18,0.0,,0.0,,2020-03-30,81.3092161929,13.407981625,1.57909847832,3.7037037037,11.0,0.295
Kansas,Trego County,2793,740,3.14,0.0,,0.0,,2020-03-30,83.0020562029,13.2282385195,1.16518163125,2.60452364633,8.65,0.331
Kansas,Wabaunsee County,6899,1381,8.69,57.0,2020-04-05,0.0,,2020-03-30,70.5988023952,23.1437125749,2.06586826347,4.19161676647,8.5,0.343
Kansas,Wallace County,1503,350,1.65,0.0,,0.0,,2020-03-30,91.270860077,5.77663671374,1.026957638,1.92554557125,15.25,0.315
Kansas,Washington County,5420,1298,6.06,0.0,,0.0,,2020-03-30,79.7908106089,14.1202838999,1.68098617856,4.40791931266,11.25,0.341
Kansas,Wichita County,2105,426,2.93,0.0,,0.0,,2020-03-30,81.9057815846,14.8822269807,1.28479657388,1.92719486081,11.0,0.337
Kansas,Wilson County,8665,1854,15.19,10.0,2020-04-17,0.0,,2020-03-30,78.8914417002,15.7955198162,1.57955198162,3.73348650201,14.65,0.34
Kansas,Woodson County,3183,773,6.39,106.0,2020-03-24,0.0,,2020-03-30,74.8591549296,19.014084507,1.69014084507,4.43661971831,21.1,0.293
Kansas,Wyandotte County,165324,20281,1090.24,8981.0,2020-03-12,15.0,2020-03-12,2020-03-30,32.6963996039,61.8240040449,1.93608190954,3.54351444161,20.75,0.393
Kentucky,Adair County,19215,3571,47.41,944.0,2020-04-01,62.0,2020-04-07,2020-03-26,80.6341878265,16.0733811202,0.425221722755,1.7130360831,21.25,0.339
Kentucky,Allen County,21122,3725,61.34,102.0,2020-03-23,0.0,,2020-03-26,79.9159560005,16.6728463725,0.568532937832,1.98986528241,19.05,0.338
Kentucky,Anderson County,22663,3572,112.1,131.0,2020-03-20,37.0,2020-03-21,2020-03-26,72.1716287215,23.0647985989,0.472854640981,2.79334500876,10.3,0.34
Kentucky,Ballard County,7979,1670,32.32,62.0,2020-04-06,0.0,,2020-03-26,77.0787612777,19.8975859546,0.487685930261,1.8775908315,13.45,0.343
Kentucky,Barren County,44176,7818,90.6,156.0,2020-03-30,0.0,,2020-03-26,72.9481144836,23.1293621165,0.503165070605,2.46172158199,19.35,0.314
Kentucky,Bath County,12383,2080,44.42,57.0,2020-04-02,0.0,,2020-03-26,67.2485271656,29.6967052149,0.523674449051,1.63648265328,28.0,0.344
Kentucky,Bell County,26569,5105,74.0,0.0,,0.0,,2020-03-26,79.8929820951,17.6991150442,0.432187692941,1.4817863758,31.1,0.321
Kentucky,Boone County,131533,17804,534.08,1587.0,2020-03-24,39.0,2020-04-04,2020-03-26,67.8860517631,26.1003995136,0.660066006601,3.99339933993,7.05,0.298
Kentucky,Bourbon County,20184,3815,69.66,167.0,2020-03-14,42.0,2020-03-16,2020-03-26,63.3200682206,31.7339397385,0.591245025583,3.21773735077,17.85,0.332
Kentucky,Boyd County,47240,9221,295.49,650.0,2020-03-29,50.0,2020-04-03,2020-03-26,66.4466607998,29.4367849809,0.816466216877,2.42495355432,18.35,0.339
Kentucky,Boyle County,30100,5757,166.9,320.0,2020-03-28,0.0,,2020-03-26,62.1425258927,33.0885762869,0.564229401762,2.82114700881,18.35,0.306
Kentucky,Bracken County,8239,1370,40.64,126.0,2020-03-28,0.0,,2020-03-26,76.8641905302,19.9886589169,0.567054153672,1.44598809186,19.4,0.336
Kentucky,Breathitt County,12726,2193,25.84,53.0,2020-03-21,0.0,,2020-03-26,69.5902353967,26.8003487358,0.610287707062,2.04010462075,32.15,0.4
Kentucky,Breckinridge County,20388,3941,35.78,126.0,2020-03-28,0.0,,2020-03-26,73.9254360962,22.3463687151,0.535856800821,2.21183445445,19.4,0.338
Kentucky,Bullitt County,81069,12652,272.93,659.0,2020-03-27,50.0,2020-03-31,2020-03-26,72.6965107894,22.8962112387,0.701725189993,2.67376712709,9.5,0.342
Kentucky,Butler County,12772,2400,29.97,963.0,2020-03-28,41.0,2020-04-10,2020-03-26,79.4117647059,16.9835007174,0.197274031564,2.43902439024,18.35,0.348
Kentucky,Caldwell County,12715,2652,36.88,206.0,2020-04-01,0.0,,2020-03-26,75.4309623431,21.0878661088,0.535564853556,1.97489539749,17.15,0.326
Kentucky,Calloway County,39135,6614,101.64,404.0,2020-03-20,20.0,2020-04-07,2020-03-26,64.6120286694,29.5980056092,0.934870676223,3.06637581801,18.3,0.286
Kentucky,Campbell County,93152,14549,615.51,1255.0,2020-03-24,106.0,2020-03-31,2020-03-26,58.9564357834,34.498340747,0.993198239544,4.21050154158,10.85,0.305
Kentucky,Carlisle County,4771,1023,25.18,5.0,2020-04-23,0.0,,2020-03-26,80.5074971165,16.6089965398,0.461361014994,1.61476355248,16.35,0.303
Kentucky,Carroll County,10737,1635,83.51,57.0,2020-03-28,0.0,,2020-03-26,67.1335927367,28.6900129702,0.622568093385,2.59403372244,19.1,0.336
Kentucky,Carter County,27004,5065,65.94,69.0,2020-04-03,0.0,,2020-03-26,73.8466030757,22.153007592,0.564531827915,2.30679384855,20.45,0.32
Kentucky,Casey County,15888,3197,35.76,13.0,2020-04-14,0.0,,2020-03-26,85.1374437024,11.9117875446,0.434850132008,1.87917378475,27.95,0.354
Kentucky,Christian County,71671,8791,99.89,1669.0,2020-03-19,57.0,2020-04-08,2020-03-26,63.8862473396,32.5499252819,0.543404428746,2.14644749355,19.65,0.32
Kentucky,Clark County,36249,6480,143.57,479.0,2020-03-15,0.0,,2020-03-26,66.1029502531,29.0457968152,0.746821380077,2.79595111715,16.25,0.317
Kentucky,Clay County,20105,3065,42.84,4.0,2020-04-19,0.0,,2020-03-26,86.6371027347,11.1160384331,0.384331116038,1.22690317812,32.95,0.315
Kentucky,Clinton County,10206,1990,51.74,37.0,2020-04-08,0.0,,2020-03-26,85.4419021983,12.2700762674,0.336473755047,1.34589502019,29.4,0.322
Kentucky,Crittenden County,8915,1852,24.77,65.0,2020-04-02,0.0,,2020-03-26,81.4961605152,15.2836264553,0.421104780778,1.88258607877,16.45,0.32
Kentucky,Cumberland County,6659,1456,21.82,59.0,2020-04-01,0.0,,2020-03-26,81.6046966732,14.9706457926,0.358773646445,2.18525766471,25.75,0.342
Kentucky,Daviess County,101104,17128,220.56,2670.0,2020-03-19,60.0,2020-04-01,2020-03-26,63.1419147681,30.9364146698,0.989493457985,3.25025665669,14.6,0.3
Kentucky,Edmonson County,12274,2546,40.52,191.0,2020-03-30,0.0,,2020-03-26,78.8971570311,18.6796412898,0.381606563633,1.46918526999,19.45,0.355
Kentucky,Elliott County,7508,1483,32.04,0.0,,0.0,,2020-03-26,70.0525394046,25.9194395797,0.665499124343,2.34676007005,34.9,0.36
Kentucky,Estill County,14198,2702,56.1,0.0,,0.0,,2020-03-26,76.3931469793,19.9819657349,0.541027953111,2.32642019838,26.5,0.323
Kentucky,Fayette County,323780,43214,1141.52,5668.0,2020-03-06,186.0,2020-03-23,2020-03-26,41.757499688,51.2158779791,1.15972665683,3.83884203495,17.2,0.289
Kentucky,Fleming County,14432,2583,41.41,29.0,2020-04-12,0.0,,2020-03-26,75.4674764264,21.5438708646,0.319642000959,1.74204890523,20.7,0.357
Kentucky,Floyd County,35845,6588,91.14,61.0,2020-03-28,0.0,,2020-03-26,72.5090689238,24.2744860943,0.338573155985,2.15840386941,27.65,0.386
